天河区,新塘街,新塘街沐贤社区卫生服务站,广州市天河区新塘街沐陂大街7号,32032686
天河区,新塘街,新塘街凌塘社区服务站,广州市天河区凌塘村1号,32017923
天河区,珠吉街,珠吉街社区卫生服务中心,广州市天河区珠村北街西环路9、10号,62816166
天河区,珠吉街,珠吉街吉山社区卫生服务站,广州市天河区珠吉街吉山新路街109号,32010192
天河区,长兴街,长兴街社区卫生服务中心,广州市天河区长兴路乐意居花美景街146号,37212221
天河区,长兴街,长兴街兴科社区卫生服务站,广州市天河区长兴街有色金属研究所内,37238261
天河区,长兴街,长兴街岑村社区卫生服务站,广州市天河区岑村东外街2号,87238841
天河区,长兴街,长兴街长湴社区卫生服务站,广州市天河区长湴南大街1号,37202766
天河区,沙河街,沙河街社区卫生服务中心,广州市天河区先烈东横路10号,87293552
天河区,天河南街,天河南街社区卫生服务中心,广州市天河区体育西横街168-169首层,87513492
天河区,天河南街,天河南街直街社区卫生服务站,广州市天河区天河南街直街102号,38866567
天河区,猎德街,猎德街社区卫生服务中心,广州市天河区海文路九号1-3楼（临江大道和猎德大桥交汇处）,85603760
白云区,石井街,石井街第一社区卫生服务中心,广州市白云区石槎路1577号第四、五层,36394383
白云区,石井街,石井街第二社区卫生服务中心,广州市白云区石井街红星石沙路自编50号,36413487
白云区,石井街,石井街龙湖社区卫生服务站,广州市白云区石井街龙湖路53号,86255623
白云区,石井街,石井街红星社区卫生服务站,广州市白云区石井街石沙路292号,86406715
白云区,石井街,石井街唐阁社区卫生服务站,广州市白云区石井街唐阁上村一巷5号,36387405
白云区,石井街,石井街夏茅社区卫生服务站,广州市白云区石井街夏茅友谊大街13号,86081178
白云区,同和街,同和街社区卫生服务中心,广州市白云区同泰路1668号,37351045
白云区,同和街,同和街白山社区卫生服务站,广州市白云区广州大道北白山东路28号之一,36131336
白云区,松洲街,松洲街社区卫生服务中心,广州市白云区増槎路343-345号,81733136
白云区,黄石街,黄石街社区卫生服务中心,广州市白云区黄石路黄园一街8号,36301449
白云区,黄石街,黄石街高尔夫花园社区卫生服务站,广州市白云区高尔夫荷塘月色悦云路210号,86318597
白云区,同德街,同德街社区卫生服务中心,广州市白云区同德街横窖二马路骏荣商业广场,86289095
白云区,同德街,同德街上步社区卫生服务站,广州市白云区西槎路同德横窖新南一街19号,86175280
白云区,同德街,同德街鹅掌坦社区卫生服务站,广州市白云区西槎路111号百德广场8号铺（鹅掌坦公交车站旁）,86289613
白云区,棠景街,棠景街社区卫生服务中心,广州市白云区远景路48号,26097602
白云区,棠景街,棠景街沙涌北社区卫生服务站,广州市白云区三元里大道沙涌北街38号,26097279
白云区,嘉禾街,嘉禾街社区卫生服务中心,广州市白云区嘉禾北街3号,86093233
白云区,嘉禾街,嘉禾街望岗社区卫生服务站,广州市白云区嘉禾街鹤龙路223-228,62839052
白云区,永平街,白云区永平街社区卫生服务中心,广州市白云区永平街永泰村十二岭路26号,66319120
白云区,永平街,永平街新兴白云花园社区卫生服务中心,广州市白云区新广从路永平街新兴白云花园,86331662
白云区,永平街,永平街永泰新村社区卫生服务站,广州市白云区永平街永泰白云堡大道20号一楼(白云堡立交桥下),36220439
白云区,永平街,永平街东平社区卫生服务站,广州市白云区永平街东平北路128号一楼,36012056
白云区,景泰街,景泰街社区卫生服务中心,广州市白云区景泰街四八巷41号,86589371
白云区,金沙街,金沙街社区卫生服务中心,广州市白云区金沙街横沙大街131号,81971862
白云区,金沙街,金沙街新社区卫生服务站,广州市白云区金沙街环洲三路春和一巷19号,31015826
白云区,金沙街,金沙街沙凤社区卫生服务站,广州市白云区金沙街沙凤村凤岗街1号,81003068
白云区,京溪街,京溪街社区卫生服务中心,广州市白云区京溪中路6号,87269782
白云区,京溪街,京溪街犀牛角社区卫生服务站,广州市白云区京溪街犀牛角村犀牛西路68号,37380488
白云区,新市街,新市街社区卫生服务中心,广州市白云区机场路1128号之一,86095006
白云区,新市街,新市街棠涌社区卫生服务站,广州市白云区新市街棠涌棠乐路38号,36250539
白云区,均禾街,均禾街社区卫生服务中心,广州市白云区均禾街新石路618号,36785175
白云区,均禾街,均禾街清湖社区卫生服务站,广州市白云区均禾街清湖南路53号,86076813
白云区,均禾街,均禾街平沙社区卫生服务站,广州市白云区均禾街平沙村松园中8号,86053380
白云区,三元里,三元里街社区卫生服务中心,广州市白云区石榴桥路77号,26296910
白云区,三元里,三元里街机场一·二居委社区卫生服务站,广州市白云区机场路松云街39号,36229300
白云区,三元里,三元里街东约社区卫生服务站,广州市白云区三元里抗英大街51号,86550587
黄埔区,荔联街,荔联社区卫生服务站,广州市黄埔区荔联街沧头中路大门口市场侧,32071375
黄埔区,荔联街,云埔社区卫生服务站,广州市黄埔区云埔工业区,82251693
黄埔区,荔联街,沧联社区卫生服务站,广州市黄埔区沧联候王庙旁,82181382
黄埔区,南岗街,南岗街社区卫生服务中心,广州市黄埔区黄埔东路3762号,82248815
黄埔区,南岗街,电力社区卫生服务站,广州市黄埔区沙步塘头小区１０－１１栋,82230951
黄埔区,南岗街,沙步社区卫生服务站,广州市黄埔区南岗街鹿步大街64号,82240059
